Operation, a, b, c, d, e, f, g, h
2400, 1,107900,124900,2,54249,0,596,0
2401, 1,107900,124900,2,54249,0,54249,0
2402, 1,107900,124900,2,54249,0,-53651,0
2404, 1,107900,124900,2,54249,0,2,0
2405, 1,107900,124900,2,54249,0,108498,0
2406, 1,107900,124900,2,54249,0,598,0
2408, 1,107900,124900,2,54250,0,598,0
2409, 1,107900,124900,2,54250,0,54250,0
2410, 1,107900,124900,2,54250,0,-53650,0
2412, 1,107900,124900,2,54250,0,2,0
2413, 1,107900,124900,2,54250,0,108500,0
2414, 1,107900,124900,2,54250,0,600,0
2416, 1,107900,124900,2,54251,0,600,0
2417, 1,107900,124900,2,54251,0,54251,0
2418, 1,107900,124900,2,54251,0,-53649,0
2420, 1,107900,124900,2,54251,0,2,0
2421, 1,107900,124900,2,54251,0,108502,0
2422, 1,107900,124900,2,54251,0,602,0
2424, 1,107900,124900,2,54252,0,602,0
2425, 1,107900,124900,2,54252,0,54252,0
2426, 1,107900,124900,2,54252,0,-53648,0
2428, 1,107900,124900,2,54252,0,2,0
2429, 1,107900,124900,2,54252,0,108504,0
2430, 1,107900,124900,2,54252,0,604,0
2432, 1,107900,124900,2,54253,0,604,0
2433, 1,107900,124900,2,54253,0,54253,0
2434, 1,107900,124900,2,54253,0,-53647,0
2436, 1,107900,124900,2,54253,0,2,0
2437, 1,107900,124900,2,54253,0,108506,0
2438, 1,107900,124900,2,54253,0,606,0
2440, 1,107900,124900,2,54254,0,606,0
2441, 1,107900,124900,2,54254,0,54254,0
2442, 1,107900,124900,2,54254,0,-53646,0
2444, 1,107900,124900,2,54254,0,2,0
2445, 1,107900,124900,2,54254,0,108508,0
2446, 1,107900,124900,2,54254,0,608,0
2448, 1,107900,124900,2,54255,0,608,0
2449, 1,107900,124900,2,54255,0,54255,0
2450, 1,107900,124900,2,54255,0,-53645,0
2452, 1,107900,124900,2,54255,0,2,0
2453, 1,107900,124900,2,54255,0,108510,0
2454, 1,107900,124900,2,54255,0,610,0
2456, 1,107900,124900,2,54256,0,610,0
2457, 1,107900,124900,2,54256,0,54256,0
2458, 1,107900,124900,2,54256,0,-53644,0
2460, 1,107900,124900,2,54256,0,2,0
2461, 1,107900,124900,2,54256,0,108512,0
2462, 1,107900,124900,2,54256,0,612,0
2464, 1,107900,124900,2,54257,0,612,0
2465, 1,107900,124900,2,54257,0,54257,0
2466, 1,107900,124900,2,54257,0,-53643,0
2468, 1,107900,124900,2,54257,0,2,0
2469, 1,107900,124900,2,54257,0,108514,0
2470, 1,107900,124900,2,54257,0,614,0
2472, 1,107900,124900,2,54258,0,614,0
2473, 1,107900,124900,2,54258,0,54258,0
2474, 1,107900,124900,2,54258,0,-53642,0
2476, 1,107900,124900,2,54258,0,2,0
2477, 1,107900,124900,2,54258,0,108516,0
2478, 1,107900,124900,2,54258,0,616,0
2480, 1,107900,124900,2,54259,0,616,0
2481, 1,107900,124900,2,54259,0,54259,0
2482, 1,107900,124900,2,54259,0,-53641,0
2484, 1,107900,124900,2,54259,0,2,0
2485, 1,107900,124900,2,54259,0,108518,0
2486, 1,107900,124900,2,54259,0,618,0
2488, 1,107900,124900,2,54260,0,618,0
2489, 1,107900,124900,2,54260,0,54260,0
2490, 1,107900,124900,2,54260,0,-53640,0
2492, 1,107900,124900,2,54260,0,2,0
2493, 1,107900,124900,2,54260,0,108520,0
2494, 1,107900,124900,2,54260,0,620,0
2496, 1,107900,124900,2,54261,0,620,0
2497, 1,107900,124900,2,54261,0,54261,0
2498, 1,107900,124900,2,54261,0,-53639,0
2500, 1,107900,124900,2,54261,0,2,0
2501, 1,107900,124900,2,54261,0,108522,0
2502, 1,107900,124900,2,54261,0,622,0
2504, 1,107900,124900,2,54262,0,622,0
2505, 1,107900,124900,2,54262,0,54262,0
2506, 1,107900,124900,2,54262,0,-53638,0
2508, 1,107900,124900,2,54262,0,2,0
2509, 1,107900,124900,2,54262,0,108524,0
2510, 1,107900,124900,2,54262,0,624,0
2512, 1,107900,124900,2,54263,0,624,0
2513, 1,107900,124900,2,54263,0,54263,0
2514, 1,107900,124900,2,54263,0,-53637,0
2516, 1,107900,124900,2,54263,0,2,0
2517, 1,107900,124900,2,54263,0,108526,0
2518, 1,107900,124900,2,54263,0,626,0
2520, 1,107900,124900,2,54264,0,626,0
2521, 1,107900,124900,2,54264,0,54264,0
2522, 1,107900,124900,2,54264,0,-53636,0
2524, 1,107900,124900,2,54264,0,2,0
2525, 1,107900,124900,2,54264,0,108528,0
2526, 1,107900,124900,2,54264,0,628,0
2528, 1,107900,124900,2,54265,0,628,0
2529, 1,107900,124900,2,54265,0,54265,0
2530, 1,107900,124900,2,54265,0,-53635,0
2532, 1,107900,124900,2,54265,0,2,0
2533, 1,107900,124900,2,54265,0,108530,0
2534, 1,107900,124900,2,54265,0,630,0
2536, 1,107900,124900,2,54266,0,630,0
2537, 1,107900,124900,2,54266,0,54266,0
2538, 1,107900,124900,2,54266,0,-53634,0
2540, 1,107900,124900,2,54266,0,2,0
2541, 1,107900,124900,2,54266,0,108532,0
2542, 1,107900,124900,2,54266,0,632,0
2544, 1,107900,124900,2,54267,0,632,0
2545, 1,107900,124900,2,54267,0,54267,0
2546, 1,107900,124900,2,54267,0,-53633,0
2548, 1,107900,124900,2,54267,0,2,0
2549, 1,107900,124900,2,54267,0,108534,0
2550, 1,107900,124900,2,54267,0,634,0
2552, 1,107900,124900,2,54268,0,634,0
2553, 1,107900,124900,2,54268,0,54268,0
2554, 1,107900,124900,2,54268,0,-53632,0
2556, 1,107900,124900,2,54268,0,2,0
2557, 1,107900,124900,2,54268,0,108536,0
2558, 1,107900,124900,2,54268,0,636,0
2560, 1,107900,124900,2,54269,0,636,0
2561, 1,107900,124900,2,54269,0,54269,0
2562, 1,107900,124900,2,54269,0,-53631,0
2564, 1,107900,124900,2,54269,0,2,0
2565, 1,107900,124900,2,54269,0,108538,0
2566, 1,107900,124900,2,54269,0,638,0
2568, 1,107900,124900,2,54270,0,638,0
2569, 1,107900,124900,2,54270,0,54270,0
2570, 1,107900,124900,2,54270,0,-53630,0
2572, 1,107900,124900,2,54270,0,2,0
2573, 1,107900,124900,2,54270,0,108540,0
2574, 1,107900,124900,2,54270,0,640,0
2576, 1,107900,124900,2,54271,0,640,0
2577, 1,107900,124900,2,54271,0,54271,0
2578, 1,107900,124900,2,54271,0,-53629,0
2580, 1,107900,124900,2,54271,0,2,0
2581, 1,107900,124900,2,54271,0,108542,0
2582, 1,107900,124900,2,54271,0,642,0
2584, 1,107900,124900,2,54272,0,642,0
2585, 1,107900,124900,2,54272,0,54272,0
2586, 1,107900,124900,2,54272,0,-53628,0
2588, 1,107900,124900,2,54272,0,2,0
2589, 1,107900,124900,2,54272,0,108544,0
2590, 1,107900,124900,2,54272,0,644,0
2592, 1,107900,124900,2,54273,0,644,0
2593, 1,107900,124900,2,54273,0,54273,0
2594, 1,107900,124900,2,54273,0,-53627,0
2596, 1,107900,124900,2,54273,0,2,0
2597, 1,107900,124900,2,54273,0,108546,0
2598, 1,107900,124900,2,54273,0,646,0
2600, 1,107900,124900,2,54274,0,646,0
2601, 1,107900,124900,2,54274,0,54274,0
2602, 1,107900,124900,2,54274,0,-53626,0
2604, 1,107900,124900,2,54274,0,2,0
2605, 1,107900,124900,2,54274,0,108548,0
2606, 1,107900,124900,2,54274,0,648,0
2608, 1,107900,124900,2,54275,0,648,0
2609, 1,107900,124900,2,54275,0,54275,0
2610, 1,107900,124900,2,54275,0,-53625,0
2612, 1,107900,124900,2,54275,0,2,0
2613, 1,107900,124900,2,54275,0,108550,0
2614, 1,107900,124900,2,54275,0,650,0
2616, 1,107900,124900,2,54276,0,650,0
2617, 1,107900,124900,2,54276,0,54276,0
2618, 1,107900,124900,2,54276,0,-53624,0
2620, 1,107900,124900,2,54276,0,2,0
2621, 1,107900,124900,2,54276,0,108552,0
2622, 1,107900,124900,2,54276,0,652,0
2624, 1,107900,124900,2,54277,0,652,0
2625, 1,107900,124900,2,54277,0,54277,0
2626, 1,107900,124900,2,54277,0,-53623,0
2628, 1,107900,124900,2,54277,0,2,0
2629, 1,107900,124900,2,54277,0,108554,0
2630, 1,107900,124900,2,54277,0,654,0
2632, 1,107900,124900,2,54278,0,654,0
2633, 1,107900,124900,2,54278,0,54278,0
2634, 1,107900,124900,2,54278,0,-53622,0
2636, 1,107900,124900,2,54278,0,2,0
2637, 1,107900,124900,2,54278,0,108556,0
2638, 1,107900,124900,2,54278,0,656,0
2640, 1,107900,124900,2,54279,0,656,0
2641, 1,107900,124900,2,54279,0,54279,0
2642, 1,107900,124900,2,54279,0,-53621,0
2644, 1,107900,124900,2,54279,0,2,0
2645, 1,107900,124900,2,54279,0,108558,0
2646, 1,107900,124900,2,54279,0,658,0
2648, 1,107900,124900,2,54280,0,658,0
2649, 1,107900,124900,2,54280,0,54280,0
2650, 1,107900,124900,2,54280,0,-53620,0
2652, 1,107900,124900,2,54280,0,2,0
2653, 1,107900,124900,2,54280,0,108560,0
2654, 1,107900,124900,2,54280,0,660,0
2656, 1,107900,124900,2,54281,0,660,0
2657, 1,107900,124900,2,54281,0,54281,0
2658, 1,107900,124900,2,54281,0,-53619,0
2660, 1,107900,124900,2,54281,0,2,0
2661, 1,107900,124900,2,54281,0,108562,0
2662, 1,107900,124900,2,54281,0,662,0
2664, 1,107900,124900,2,54282,0,662,0
2665, 1,107900,124900,2,54282,0,54282,0
2666, 1,107900,124900,2,54282,0,-53618,0
2668, 1,107900,124900,2,54282,0,2,0
2669, 1,107900,124900,2,54282,0,108564,0
2670, 1,107900,124900,2,54282,0,664,0
2672, 1,107900,124900,2,54283,0,664,0
2673, 1,107900,124900,2,54283,0,54283,0
2674, 1,107900,124900,2,54283,0,-53617,0
2676, 1,107900,124900,2,54283,0,2,0
2677, 1,107900,124900,2,54283,0,108566,0
2678, 1,107900,124900,2,54283,0,666,0
2680, 1,107900,124900,2,54284,0,666,0
2681, 1,107900,124900,2,54284,0,54284,0
2682, 1,107900,124900,2,54284,0,-53616,0
2684, 1,107900,124900,2,54284,0,2,0
2685, 1,107900,124900,2,54284,0,108568,0
2686, 1,107900,124900,2,54284,0,668,0
2688, 1,107900,124900,2,54285,0,668,0
2689, 1,107900,124900,2,54285,0,54285,0
2690, 1,107900,124900,2,54285,0,-53615,0
2692, 1,107900,124900,2,54285,0,2,0
2693, 1,107900,124900,2,54285,0,108570,0
2694, 1,107900,124900,2,54285,0,670,0
2696, 1,107900,124900,2,54286,0,670,0
2697, 1,107900,124900,2,54286,0,54286,0
2698, 1,107900,124900,2,54286,0,-53614,0
2700, 1,107900,124900,2,54286,0,2,0
2701, 1,107900,124900,2,54286,0,108572,0
2702, 1,107900,124900,2,54286,0,672,0
2704, 1,107900,124900,2,54287,0,672,0
2705, 1,107900,124900,2,54287,0,54287,0
2706, 1,107900,124900,2,54287,0,-53613,0
2708, 1,107900,124900,2,54287,0,2,0
2709, 1,107900,124900,2,54287,0,108574,0
2710, 1,107900,124900,2,54287,0,674,0
2712, 1,107900,124900,2,54288,0,674,0
2713, 1,107900,124900,2,54288,0,54288,0
2714, 1,107900,124900,2,54288,0,-53612,0
2716, 1,107900,124900,2,54288,0,2,0
2717, 1,107900,124900,2,54288,0,108576,0
2718, 1,107900,124900,2,54288,0,676,0
2720, 1,107900,124900,2,54289,0,676,0
2721, 1,107900,124900,2,54289,0,54289,0
2722, 1,107900,124900,2,54289,0,-53611,0
2724, 1,107900,124900,2,54289,0,2,0
2725, 1,107900,124900,2,54289,0,108578,0
2726, 1,107900,124900,2,54289,0,678,0
2728, 1,107900,124900,2,54290,0,678,0
2729, 1,107900,124900,2,54290,0,54290,0
2730, 1,107900,124900,2,54290,0,-53610,0
2732, 1,107900,124900,2,54290,0,2,0
2733, 1,107900,124900,2,54290,0,108580,0
2734, 1,107900,124900,2,54290,0,680,0
2736, 1,107900,124900,2,54291,0,680,0
2737, 1,107900,124900,2,54291,0,54291,0
2738, 1,107900,124900,2,54291,0,-53609,0
2740, 1,107900,124900,2,54291,0,2,0
2741, 1,107900,124900,2,54291,0,108582,0
2742, 1,107900,124900,2,54291,0,682,0
2744, 1,107900,124900,2,54292,0,682,0
2745, 1,107900,124900,2,54292,0,54292,0
2746, 1,107900,124900,2,54292,0,-53608,0
2748, 1,107900,124900,2,54292,0,2,0
2749, 1,107900,124900,2,54292,0,108584,0
2750, 1,107900,124900,2,54292,0,684,0
2752, 1,107900,124900,2,54293,0,684,0
2753, 1,107900,124900,2,54293,0,54293,0
2754, 1,107900,124900,2,54293,0,-53607,0
2756, 1,107900,124900,2,54293,0,2,0
2757, 1,107900,124900,2,54293,0,108586,0
2758, 1,107900,124900,2,54293,0,686,0
2760, 1,107900,124900,2,54294,0,686,0
2761, 1,107900,124900,2,54294,0,54294,0
2762, 1,107900,124900,2,54294,0,-53606,0
2764, 1,107900,124900,2,54294,0,2,0
2765, 1,107900,124900,2,54294,0,108588,0
2766, 1,107900,124900,2,54294,0,688,0
2768, 1,107900,124900,2,54295,0,688,0
2769, 1,107900,124900,2,54295,0,54295,0
2770, 1,107900,124900,2,54295,0,-53605,0
2772, 1,107900,124900,2,54295,0,2,0
2773, 1,107900,124900,2,54295,0,108590,0
2774, 1,107900,124900,2,54295,0,690,0
2776, 1,107900,124900,2,54296,0,690,0
2777, 1,107900,124900,2,54296,0,54296,0
2778, 1,107900,124900,2,54296,0,-53604,0
2780, 1,107900,124900,2,54296,0,2,0
2781, 1,107900,124900,2,54296,0,108592,0
2782, 1,107900,124900,2,54296,0,692,0
2784, 1,107900,124900,2,54297,0,692,0
2785, 1,107900,124900,2,54297,0,54297,0
2786, 1,107900,124900,2,54297,0,-53603,0
2788, 1,107900,124900,2,54297,0,2,0
2789, 1,107900,124900,2,54297,0,108594,0
2790, 1,107900,124900,2,54297,0,694,0
2792, 1,107900,124900,2,54298,0,694,0
2793, 1,107900,124900,2,54298,0,54298,0
2794, 1,107900,124900,2,54298,0,-53602,0
2796, 1,107900,124900,2,54298,0,2,0
2797, 1,107900,124900,2,54298,0,108596,0
2798, 1,107900,124900,2,54298,0,696,0
2800, 1,107900,124900,2,54299,0,696,0
2801, 1,107900,124900,2,54299,0,54299,0
2802, 1,107900,124900,2,54299,0,-53601,0
2804, 1,107900,124900,2,54299,0,2,0
2805, 1,107900,124900,2,54299,0,108598,0
2806, 1,107900,124900,2,54299,0,698,0
2808, 1,107900,124900,2,54300,0,698,0
2809, 1,107900,124900,2,54300,0,54300,0
2810, 1,107900,124900,2,54300,0,-53600,0
2812, 1,107900,124900,2,54300,0,2,0
2813, 1,107900,124900,2,54300,0,108600,0
2814, 1,107900,124900,2,54300,0,700,0
2816, 1,107900,124900,2,54301,0,700,0
2817, 1,107900,124900,2,54301,0,54301,0
2818, 1,107900,124900,2,54301,0,-53599,0
2820, 1,107900,124900,2,54301,0,2,0
2821, 1,107900,124900,2,54301,0,108602,0
2822, 1,107900,124900,2,54301,0,702,0
2824, 1,107900,124900,2,54302,0,702,0
2825, 1,107900,124900,2,54302,0,54302,0
2826, 1,107900,124900,2,54302,0,-53598,0
2828, 1,107900,124900,2,54302,0,2,0
2829, 1,107900,124900,2,54302,0,108604,0
2830, 1,107900,124900,2,54302,0,704,0
2832, 1,107900,124900,2,54303,0,704,0
2833, 1,107900,124900,2,54303,0,54303,0
2834, 1,107900,124900,2,54303,0,-53597,0
2836, 1,107900,124900,2,54303,0,2,0
2837, 1,107900,124900,2,54303,0,108606,0
2838, 1,107900,124900,2,54303,0,706,0
2840, 1,107900,124900,2,54304,0,706,0
2841, 1,107900,124900,2,54304,0,54304,0
2842, 1,107900,124900,2,54304,0,-53596,0
2844, 1,107900,124900,2,54304,0,2,0
2845, 1,107900,124900,2,54304,0,108608,0
2846, 1,107900,124900,2,54304,0,708,0
2848, 1,107900,124900,2,54305,0,708,0
2849, 1,107900,124900,2,54305,0,54305,0
2850, 1,107900,124900,2,54305,0,-53595,0
2852, 1,107900,124900,2,54305,0,2,0
2853, 1,107900,124900,2,54305,0,108610,0
2854, 1,107900,124900,2,54305,0,710,0
2856, 1,107900,124900,2,54306,0,710,0
2857, 1,107900,124900,2,54306,0,54306,0
2858, 1,107900,124900,2,54306,0,-53594,0
2860, 1,107900,124900,2,54306,0,2,0
2861, 1,107900,124900,2,54306,0,108612,0
2862, 1,107900,124900,2,54306,0,712,0
2864, 1,107900,124900,2,54307,0,712,0
2865, 1,107900,124900,2,54307,0,54307,0
2866, 1,107900,124900,2,54307,0,-53593,0
2868, 1,107900,124900,2,54307,0,2,0
2869, 1,107900,124900,2,54307,0,108614,0
2870, 1,107900,124900,2,54307,0,714,0
2872, 1,107900,124900,2,54308,0,714,0
2873, 1,107900,124900,2,54308,0,54308,0
2874, 1,107900,124900,2,54308,0,-53592,0
2876, 1,107900,124900,2,54308,0,2,0
2877, 1,107900,124900,2,54308,0,108616,0
2878, 1,107900,124900,2,54308,0,716,0
2880, 1,107900,124900,2,54309,0,716,0
2881, 1,107900,124900,2,54309,0,54309,0
2882, 1,107900,124900,2,54309,0,-53591,0
2884, 1,107900,124900,2,54309,0,2,0
2885, 1,107900,124900,2,54309,0,108618,0
2886, 1,107900,124900,2,54309,0,718,0
2888, 1,107900,124900,2,54310,0,718,0
2889, 1,107900,124900,2,54310,0,54310,0
2890, 1,107900,124900,2,54310,0,-53590,0
2892, 1,107900,124900,2,54310,0,2,0
2893, 1,107900,124900,2,54310,0,108620,0
2894, 1,107900,124900,2,54310,0,720,0
2896, 1,107900,124900,2,54311,0,720,0
2897, 1,107900,124900,2,54311,0,54311,0
2898, 1,107900,124900,2,54311,0,-53589,0
2900, 1,107900,124900,2,54311,0,2,0
2901, 1,107900,124900,2,54311,0,108622,0
2902, 1,107900,124900,2,54311,0,722,0
2904, 1,107900,124900,2,54312,0,722,0
2905, 1,107900,124900,2,54312,0,54312,0
2906, 1,107900,124900,2,54312,0,-53588,0
2908, 1,107900,124900,2,54312,0,2,0
2909, 1,107900,124900,2,54312,0,108624,0
2910, 1,107900,124900,2,54312,0,724,0
2912, 1,107900,124900,2,54313,0,724,0
2913, 1,107900,124900,2,54313,0,54313,0
2914, 1,107900,124900,2,54313,0,-53587,0
2916, 1,107900,124900,2,54313,0,2,0
2917, 1,107900,124900,2,54313,0,108626,0
2918, 1,107900,124900,2,54313,0,726,0
2920, 1,107900,124900,2,54314,0,726,0
2921, 1,107900,124900,2,54314,0,54314,0
2922, 1,107900,124900,2,54314,0,-53586,0
2924, 1,107900,124900,2,54314,0,2,0
2925, 1,107900,124900,2,54314,0,108628,0
2926, 1,107900,124900,2,54314,0,728,0
2928, 1,107900,124900,2,54315,0,728,0
2929, 1,107900,124900,2,54315,0,54315,0
2930, 1,107900,124900,2,54315,0,-53585,0
2932, 1,107900,124900,2,54315,0,2,0
2933, 1,107900,124900,2,54315,0,108630,0
2934, 1,107900,124900,2,54315,0,730,0
2936, 1,107900,124900,2,54316,0,730,0
2937, 1,107900,124900,2,54316,0,54316,0
2938, 1,107900,124900,2,54316,0,-53584,0
2940, 1,107900,124900,2,54316,0,2,0
2941, 1,107900,124900,2,54316,0,108632,0
2942, 1,107900,124900,2,54316,0,732,0
2944, 1,107900,124900,2,54317,0,732,0
2945, 1,107900,124900,2,54317,0,54317,0
2946, 1,107900,124900,2,54317,0,-53583,0
2948, 1,107900,124900,2,54317,0,2,0
2949, 1,107900,124900,2,54317,0,108634,0
2950, 1,107900,124900,2,54317,0,734,0
2952, 1,107900,124900,2,54318,0,734,0
2953, 1,107900,124900,2,54318,0,54318,0
2954, 1,107900,124900,2,54318,0,-53582,0
2956, 1,107900,124900,2,54318,0,2,0
2957, 1,107900,124900,2,54318,0,108636,0
2958, 1,107900,124900,2,54318,0,736,0
2960, 1,107900,124900,2,54319,0,736,0
2961, 1,107900,124900,2,54319,0,54319,0
2962, 1,107900,124900,2,54319,0,-53581,0
2964, 1,107900,124900,2,54319,0,2,0
2965, 1,107900,124900,2,54319,0,108638,0
2966, 1,107900,124900,2,54319,0,738,0
2968, 1,107900,124900,2,54320,0,738,0
2969, 1,107900,124900,2,54320,0,54320,0
2970, 1,107900,124900,2,54320,0,-53580,0
2972, 1,107900,124900,2,54320,0,2,0
2973, 1,107900,124900,2,54320,0,108640,0
2974, 1,107900,124900,2,54320,0,740,0
2976, 1,107900,124900,2,54321,0,740,0
2977, 1,107900,124900,2,54321,0,54321,0
2978, 1,107900,124900,2,54321,0,-53579,0
2980, 1,107900,124900,2,54321,0,2,0
2981, 1,107900,124900,2,54321,0,108642,0
2982, 1,107900,124900,2,54321,0,742,0
2984, 1,107900,124900,2,54322,0,742,0
2985, 1,107900,124900,2,54322,0,54322,0
2986, 1,107900,124900,2,54322,0,-53578,0
2988, 1,107900,124900,2,54322,0,2,0
2989, 1,107900,124900,2,54322,0,108644,0
2990, 1,107900,124900,2,54322,0,744,0
2992, 1,107900,124900,2,54323,0,744,0
2993, 1,107900,124900,2,54323,0,54323,0
2994, 1,107900,124900,2,54323,0,-53577,0
2996, 1,107900,124900,2,54323,0,2,0
2997, 1,107900,124900,2,54323,0,108646,0
2998, 1,107900,124900,2,54323,0,746,0
3000, 1,107900,124900,2,54324,0,746,0
3001, 1,107900,124900,2,54324,0,54324,0
3002, 1,107900,124900,2,54324,0,-53576,0
3004, 1,107900,124900,2,54324,0,2,0
3005, 1,107900,124900,2,54324,0,108648,0
3006, 1,107900,124900,2,54324,0,748,0
3008, 1,107900,124900,2,54325,0,748,0
3009, 1,107900,124900,2,54325,0,54325,0
3010, 1,107900,124900,2,54325,0,-53575,0
3012, 1,107900,124900,2,54325,0,2,0
3013, 1,107900,124900,2,54325,0,108650,0
3014, 1,107900,124900,2,54325,0,750,0
3016, 1,107900,124900,2,54326,0,750,0
3017, 1,107900,124900,2,54326,0,54326,0
3018, 1,107900,124900,2,54326,0,-53574,0
3020, 1,107900,124900,2,54326,0,2,0
3021, 1,107900,124900,2,54326,0,108652,0
3022, 1,107900,124900,2,54326,0,752,0
3024, 1,107900,124900,2,54327,0,752,0
3025, 1,107900,124900,2,54327,0,54327,0
3026, 1,107900,124900,2,54327,0,-53573,0
3028, 1,107900,124900,2,54327,0,2,0
3029, 1,107900,124900,2,54327,0,108654,0
3030, 1,107900,124900,2,54327,0,754,0
3032, 1,107900,124900,2,54328,0,754,0
3033, 1,107900,124900,2,54328,0,54328,0
3034, 1,107900,124900,2,54328,0,-53572,0
3036, 1,107900,124900,2,54328,0,2,0
3037, 1,107900,124900,2,54328,0,108656,0
3038, 1,107900,124900,2,54328,0,756,0
3040, 1,107900,124900,2,54329,0,756,0
3041, 1,107900,124900,2,54329,0,54329,0
3042, 1,107900,124900,2,54329,0,-53571,0
3044, 1,107900,124900,2,54329,0,2,0
3045, 1,107900,124900,2,54329,0,108658,0
3046, 1,107900,124900,2,54329,0,758,0
3048, 1,107900,124900,2,54330,0,758,0
3049, 1,107900,124900,2,54330,0,54330,0
3050, 1,107900,124900,2,54330,0,-53570,0
3052, 1,107900,124900,2,54330,0,2,0
3053, 1,107900,124900,2,54330,0,108660,0
3054, 1,107900,124900,2,54330,0,760,0
3056, 1,107900,124900,2,54331,0,760,0
3057, 1,107900,124900,2,54331,0,54331,0
3058, 1,107900,124900,2,54331,0,-53569,0
3060, 1,107900,124900,2,54331,0,2,0
3061, 1,107900,124900,2,54331,0,108662,0
3062, 1,107900,124900,2,54331,0,762,0
3064, 1,107900,124900,2,54332,0,762,0
3065, 1,107900,124900,2,54332,0,54332,0
3066, 1,107900,124900,2,54332,0,-53568,0
3068, 1,107900,124900,2,54332,0,2,0
3069, 1,107900,124900,2,54332,0,108664,0
3070, 1,107900,124900,2,54332,0,764,0
3072, 1,107900,124900,2,54333,0,764,0
3073, 1,107900,124900,2,54333,0,54333,0
3074, 1,107900,124900,2,54333,0,-53567,0
3076, 1,107900,124900,2,54333,0,2,0
3077, 1,107900,124900,2,54333,0,108666,0
3078, 1,107900,124900,2,54333,0,766,0
3080, 1,107900,124900,2,54334,0,766,0
3081, 1,107900,124900,2,54334,0,54334,0
3082, 1,107900,124900,2,54334,0,-53566,0
3084, 1,107900,124900,2,54334,0,2,0
3085, 1,107900,124900,2,54334,0,108668,0
3086, 1,107900,124900,2,54334,0,768,0
3088, 1,107900,124900,2,54335,0,768,0
3089, 1,107900,124900,2,54335,0,54335,0
3090, 1,107900,124900,2,54335,0,-53565,0
3092, 1,107900,124900,2,54335,0,2,0
3093, 1,107900,124900,2,54335,0,108670,0
3094, 1,107900,124900,2,54335,0,770,0
3096, 1,107900,124900,2,54336,0,770,0
3097, 1,107900,124900,2,54336,0,54336,0
3098, 1,107900,124900,2,54336,0,-53564,0
3100, 1,107900,124900,2,54336,0,2,0
3101, 1,107900,124900,2,54336,0,108672,0
3102, 1,107900,124900,2,54336,0,772,0
3104, 1,107900,124900,2,54337,0,772,0
3105, 1,107900,124900,2,54337,0,54337,0
3106, 1,107900,124900,2,54337,0,-53563,0
3108, 1,107900,124900,2,54337,0,2,0
3109, 1,107900,124900,2,54337,0,108674,0
3110, 1,107900,124900,2,54337,0,774,0
3112, 1,107900,124900,2,54338,0,774,0
3113, 1,107900,124900,2,54338,0,54338,0
3114, 1,107900,124900,2,54338,0,-53562,0
3116, 1,107900,124900,2,54338,0,2,0
3117, 1,107900,124900,2,54338,0,108676,0
3118, 1,107900,124900,2,54338,0,776,0
3120, 1,107900,124900,2,54339,0,776,0
3121, 1,107900,124900,2,54339,0,54339,0
3122, 1,107900,124900,2,54339,0,-53561,0
3124, 1,107900,124900,2,54339,0,2,0
3125, 1,107900,124900,2,54339,0,108678,0
3126, 1,107900,124900,2,54339,0,778,0
3128, 1,107900,124900,2,54340,0,778,0
3129, 1,107900,124900,2,54340,0,54340,0
3130, 1,107900,124900,2,54340,0,-53560,0
3132, 1,107900,124900,2,54340,0,2,0
3133, 1,107900,124900,2,54340,0,108680,0
3134, 1,107900,124900,2,54340,0,780,0
3136, 1,107900,124900,2,54341,0,780,0
3137, 1,107900,124900,2,54341,0,54341,0
3138, 1,107900,124900,2,54341,0,-53559,0
3140, 1,107900,124900,2,54341,0,2,0
3141, 1,107900,124900,2,54341,0,108682,0
3142, 1,107900,124900,2,54341,0,782,0
3144, 1,107900,124900,2,54342,0,782,0
3145, 1,107900,124900,2,54342,0,54342,0
3146, 1,107900,124900,2,54342,0,-53558,0
3148, 1,107900,124900,2,54342,0,2,0
3149, 1,107900,124900,2,54342,0,108684,0
3150, 1,107900,124900,2,54342,0,784,0
3152, 1,107900,124900,2,54343,0,784,0
3153, 1,107900,124900,2,54343,0,54343,0
3154, 1,107900,124900,2,54343,0,-53557,0
3156, 1,107900,124900,2,54343,0,2,0
3157, 1,107900,124900,2,54343,0,108686,0
3158, 1,107900,124900,2,54343,0,786,0
3160, 1,107900,124900,2,54344,0,786,0
3161, 1,107900,124900,2,54344,0,54344,0
3162, 1,107900,124900,2,54344,0,-53556,0
3164, 1,107900,124900,2,54344,0,2,0
3165, 1,107900,124900,2,54344,0,108688,0
3166, 1,107900,124900,2,54344,0,788,0
3168, 1,107900,124900,2,54345,0,788,0
3169, 1,107900,124900,2,54345,0,54345,0
3170, 1,107900,124900,2,54345,0,-53555,0
3172, 1,107900,124900,2,54345,0,2,0
3173, 1,107900,124900,2,54345,0,108690,0
3174, 1,107900,124900,2,54345,0,790,0
3176, 1,107900,124900,2,54346,0,790,0
3177, 1,107900,124900,2,54346,0,54346,0
3178, 1,107900,124900,2,54346,0,-53554,0
3180, 1,107900,124900,2,54346,0,2,0
3181, 1,107900,124900,2,54346,0,108692,0
3182, 1,107900,124900,2,54346,0,792,0
3184, 1,107900,124900,2,54347,0,792,0
3185, 1,107900,124900,2,54347,0,54347,0
